#depth	age	sigma_age	air_age	sigma_air_age	accu	sigma_accu	thinning	sigma_thinning	LID	sigma_LID	Ddepth	sigma_Ddepth	accu_model	sigma_accu_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
9.460000000000001137e+02	5.840591031715353893e+04	nan	5.539817286759770650e+04	nan	1.860534863582248219e-02	nan	6.990550416416293489e-01	nan	7.610793994034257537e+01	nan	3.754622888750657239e+01	nan	1.809999999999774636e-02	8.256508997727349253e-02	7.009990000000000387e-01	2.483971030102918864e-02	7.750632738097498020e+01	8.601621661418439035e-02	1.300616276537191682e-02	nan	1.698029173038372031e-02	nan
9.465500000000000682e+02	5.844819796262760065e+04	nan	5.545706467086458724e+04	nan	1.887260778749983228e-02	nan	6.989045666655226974e-01	nan	7.595952014163501076e+01	nan	3.746336211581467524e+01	nan	1.836000000000019908e-02	8.256508997727349253e-02	7.008419999999999650e-01	2.483971030102918864e-02	7.735518055559165873e+01	8.601621661418439035e-02	1.319015176757093975e-02	nan	1.642286232647258842e-02	nan
9.471000000000000227e+02	5.848989573909687169e+04	nan	5.551795539625221136e+04	nan	1.918098373174101021e-02	nan	6.986992405802225914e-01	nan	7.577187366307171601e+01	nan	3.736107722113422369e+01	nan	1.866000000000115830e-02	8.256508997727349253e-02	7.006299999999999750e-01	2.483971030102918864e-02	7.716408630956668446e+01	8.601621661418439035e-02	1.340173876694904752e-02	nan	1.638855374154200156e-02	nan
9.476500000000000909e+02	5.853093518998935178e+04	nan	5.557897359320666146e+04	nan	1.916042533545444029e-02	nan	6.985786773638044123e-01	nan	7.554500050465262007e+01	nan	3.723934442076586038e+01	nan	1.863999999999737395e-02	8.256508997727349253e-02	7.005029999999999868e-01	2.483971030102918864e-02	7.693304464289998634e+01	8.601621661418439035e-02	1.338506458856969158e-02	nan	1.613097790076262542e-02	nan
9.482000000000000455e+02	5.857202576496271649e+04	nan	5.564096611505821784e+04	nan	1.671397617782023268e-02	nan	6.983733447547327833e-01	nan	7.531812734623358097e+01	nan	3.711772699188327351e+01	nan	1.626000000000188059e-02	8.256508997727349253e-02	7.002909999999999968e-01	2.483971030102918864e-02	7.670200297623333086e+01	8.601621661418439035e-02	1.167259544745524041e-02	nan	1.688688215831805201e-02	nan
9.487500000000001137e+02	5.861914467715974752e+04	nan	5.570018367757951637e+04	nan	2.038364991427977363e-02	nan	6.981690057847365072e-01	nan	7.509125418781448502e+01	nan	3.699615096655259094e+01	nan	1.983000000000312638e-02	8.256508997727349253e-02	7.000800000000000356e-01	2.483971030102918864e-02	7.647096130956663274e+01	8.601621661418439035e-02	1.423123259491683966e-02	nan	1.764123206435343899e-02	nan
9.493000000000000682e+02	5.865779206742138922e+04	nan	5.575686906079720211e+04	nan	1.839976467299681701e-02	nan	6.980244999414052520e-01	nan	7.486438102939544592e+01	nan	3.687463955482110123e+01	nan	1.789999999999884392e-02	8.256508997727349253e-02	6.999290000000000234e-01	2.483971030102918864e-02	7.623991964289997725e+01	8.601621661418439035e-02	1.284348653490813633e-02	nan	1.722702253442216780e-02	nan
9.498500000000000227e+02	5.870061533028736449e+04	nan	5.581491739724082436e+04	nan	1.742324084957461161e-02	nan	6.978201542649038469e-01	nan	7.463750787097639261e+01	nan	3.675322775440361056e+01	nan	1.695000000000377108e-02	8.256508997727349253e-02	6.997179999999999511e-01	2.483971030102918864e-02	7.600887797623332176e+01	8.601621661418439035e-02	1.215828861744473049e-02	nan	1.794300489725091444e-02	nan
9.504000000000000909e+02	5.874585195998958807e+04	nan	5.587064942237966898e+04	nan	1.704291051833944221e-02	nan	6.976666670902226253e-01	nan	7.449380984733021194e+01	nan	3.667314359272484126e+01	nan	1.657999999999832177e-02	8.256508997727349253e-02	6.995580000000000132e-01	2.483971030102918864e-02	7.586253968257499025e+01	8.601621661418439035e-02	1.189027057884677746e-02	nan	1.983095801832165939e-02	nan
9.509500000000000455e+02	5.879210826646746136e+04	nan	5.592107562968019920e+04	nan	1.815306391760624499e-02	nan	6.974613173237592667e-01	nan	7.443328695845688969e+01	nan	3.663437156954842067e+01	nan	1.766000000000038372e-02	8.256508997727349253e-02	6.993460000000000232e-01	2.483971030102918864e-02	7.580090476192499693e+01	8.601621661418439035e-02	1.266105987343605320e-02	nan	1.985599921722285346e-02	nan
9.515000000000001137e+02	5.883554854757331486e+04	nan	5.597143824246337317e+04	nan	1.903707495776435152e-02	nan	6.973237812620503018e-01	nan	7.437276406958356745e+01	nan	3.659559881636266709e+01	nan	1.852000000000319710e-02	8.256508997727349253e-02	6.992019999999999902e-01	2.483971030102918864e-02	7.573926984127498940e+01	8.601621661418439035e-02	1.327500509371732501e-02	nan	1.969634169945477103e-02	nan
9.520500000000000682e+02	5.887697979344607302e+04	nan	5.602220909195709828e+04	nan	1.831753108786123366e-02	nan	6.971184248234963965e-01	nan	7.431224118071024520e+01	nan	3.655687404717309619e+01	nan	1.781999999999411138e-02	8.256508997727349253e-02	6.989900000000000002e-01	2.483971030102918864e-02	7.567763492062499608e+01	8.601621661418439035e-02	1.276948841862524976e-02	nan	2.008716744438365093e-02	nan
9.526000000000000227e+02	5.892005121353505092e+04	nan	5.607199211899506918e+04	nan	1.750547443470353709e-02	nan	6.969898592517536073e-01	nan	7.425171829183692296e+01	nan	3.651813141010597974e+01	nan	1.703000000000202616e-02	8.256508997727349253e-02	6.988550000000000040e-01	2.483971030102918864e-02	7.561599999997498855e+01	8.601621661418439035e-02	1.220113816237919022e-02	nan	2.053321355166507628e-02	nan
9.531500000000000909e+02	5.896512897535369120e+04	nan	5.612069370179816178e+04	nan	1.789608396406795407e-02	nan	6.967854935589862242e-01	nan	7.419119540296360071e+01	nan	3.647943986225823210e+01	nan	1.740999999999571363e-02	8.256508997727349253e-02	6.986440000000000428e-01	2.483971030102918864e-02	7.555436507932498102e+01	8.601621661418439035e-02	1.246973169767614728e-02	nan	2.186227014302745061e-02	nan
9.537000000000000455e+02	5.900923577839761128e+04	nan	5.616643460580574174e+04	nan	1.835864788043850906e-02	nan	6.966230128901081953e-01	nan	7.425300321472393250e+01	nan	3.650133010083516183e+01	nan	1.786000000000570465e-02	8.256508997727349253e-02	6.984749999999999570e-01	2.483971030102918864e-02	7.561730853170003286e+01	8.601621661418439035e-02	1.278905659905967343e-02	nan	2.502389576756607406e-02	nan
9.542500000000001137e+02	5.905224129610253294e+04	nan	5.620639640908723231e+04	nan	1.660090499826226418e-02	nan	6.964186403337289111e-01	nan	7.443714172711783306e+01	nan	3.658380917234501339e+01	nan	1.614999999999873828e-02	8.256508997727349253e-02	6.982639999999999958e-01	2.483971030102918864e-02	7.580483035710004458e+01	8.601621661418439035e-02	1.156117968719921028e-02	nan	2.532137026368985397e-02	nan
9.548000000000000682e+02	5.909981429599361581e+04	nan	5.624588874262156605e+04	nan	1.713542330161033078e-02	nan	6.962132667970758471e-01	nan	7.462128023951170519e+01	nan	3.666621675509497891e+01	nan	1.666999999999718360e-02	8.256508997727349253e-02	6.980520000000000058e-01	2.483971030102918864e-02	7.599235218250002788e+01	8.601621661418439035e-02	1.192990903476486356e-02	nan	2.503314060817778824e-02	nan
9.553500000000000227e+02	5.914591691072413960e+04	nan	5.628583578784661950e+04	nan	1.878009500423170192e-02	nan	6.960467872379595411e-01	nan	7.480541875190557732e+01	nan	3.674854190502219353e+01	nan	1.827000000000401914e-02	8.256508997727349253e-02	6.978790000000000271e-01	2.483971030102918864e-02	7.617987400790001118e+01	8.601621661418439035e-02	1.307182479171913048e-02	nan	2.654875166347646365e-02	nan
9.559000000000000909e+02	5.918799213807483466e+04	nan	5.632350234229240596e+04	nan	1.870814061723531305e-02	nan	6.958424041598818555e-01	nan	7.498955726429947788e+01	nan	3.683084184811104933e+01	nan	1.819999999999719759e-02	8.256508997727349253e-02	6.976679999999999549e-01	2.483971030102918864e-02	7.636739583330002290e+01	8.601621661418439035e-02	1.301791754445815602e-02	nan	2.688237778254888577e-02	nan
9.564500000000000455e+02	5.923024159910588060e+04	nan	5.636070143264404760e+04	nan	1.854367344698024458e-02	nan	6.956529783469831418e-01	nan	7.517369577669335001e+01	nan	3.691304202897174491e+01	nan	1.804000000000339013e-02	8.256508997727349253e-02	6.974719999999999809e-01	2.483971030102918864e-02	7.655491765870000620e+01	8.601621661418439035e-02	1.289996166288567489e-02	nan	2.644074228117859748e-02	nan
9.570000000000001137e+02	5.927287738472859928e+04	nan	5.639852185346906481e+04	nan	1.801943434177132042e-02	nan	6.954485881702040517e-01	nan	7.534187552709333602e+01	nan	3.698730932514104097e+01	nan	1.753000000000280723e-02	8.256508997727349253e-02	6.972610000000000197e-01	2.483971030102918864e-02	7.672618749997502618e+01	8.601621661418439035e-02	1.253159017261055476e-02	nan	2.636585550388976379e-02	nan
